datetime,city,latitude,longitude,temperature_celsius,humidity_pct,pressure_hpa,wind_speed_ms,visibility,rain,clouds,weather_condition,weather_description
2023-11-13 23:51:38+03,Mombasa,-4.04348,39.66821,29.3,80,1064,19.65,16008,0.7,35,clear,thunderstorms with light rains
2023-12-09 09:58:35+03,Embu,-0.53884,37.45964,36.48,20,1020,16.53,13709,0.51,32,clouds,thunderstorms with light rains
2023-11-07 22:08:46+03,Konza,-1.77758,37.10977,38.78,48,939,9.84,4354,0,95,clear,foggy
2023-12-11 16:29:34+03,Kihancha,-1.19398,34.61650,32.76,94,1014,4.7,16997,0.74,7,thunderstorms,foggy
2023-12-18 06:04:45+03,Kabarnet,0.49011,35.74342,19.48,91,896,1.96,9198,0.94,0,rain,partly cloudy
2023-12-08 11:49:36+03,Eldama Ravine,0.05304,35.72977,11.84,92,981,15,5665,0.58,54,rain,hazy
2023-12-05 22:46:09+03,Muhoroni,-0.15661,35.19836,30.26,71,988,19.97,3636,0.63,53,rain,heavy snow
2024-01-12 21:10:40+03,Nyeri,-0.42778,36.94336,37.38,76,937,18.28,279,0.07,58,clear,windy
2024-01-29 22:54:59+03,Rongai,-1.39386,36.74424,33.13,41,1038,14.83,11170,0.64,62,rain,snowy
2023-12-29 07:53:08+03,Kisumu,-0.09170,34.76796,23.46,34,1035,5.48,6977,0.06,3,thunderstorms,hazy
2023-11-19 18:30:06+03,Keroka,-0.77711,34.94584,26.09,23,1085,5.25,2946,0.94,67,rain,moderate rain
2024-01-06 21:40:30+03,Maralal,1.09314,36.70183,30.93,56,918,19.82,6033,0.6,0,drizzle,heavy snow
2023-11-26 00:19:50+03,Webuye,0.59921,34.77960,20.21,95,985,14.31,14357,0.56,17,clear,stormy
2024-01-12 19:10:34+03,Embu,-0.53884,37.45964,21.21,76,1004,16.33,18323,0.41,28,snow,partly cloudy
2023-12-31 11:07:44+03,Athi River,-1.45772,36.97850,22.89,70,957,4.13,209,0.05,30,clear,cloudy
2024-01-27 05:50:49+03,Kericho,-0.36890,35.28629,15.59,18,904,19.57,9378,0.03,55,clear,light rain
2024-01-10 16:01:03+03,Eldama Ravine,0.05304,35.72977,32.9,22,916,2.87,8210,0.52,79,clouds,light rain
2023-12-15 12:36:38+03,Chepareria,1.30811,35.20660,37.79,82,995,14.2,2218,0.08,36,snow,stormy
2023-11-22 08:27:21+03,Nairobi,-1.29207,36.82195,22.44,8,924,4.05,11302,0.09,50,drizzle,snowy
2023-11-18 15:30:48+03,Wajir,1.74884,40.05863,31.07,43,969,16.69,9295,0.04,23,snow,stormy
2024-01-14 23:31:27+03,Konza,-1.77758,37.10977,29.55,77,902,0.79,18888,0.13,75,drizzle,cloudy
2023-12-28 06:35:09+03,Kilifi,-3.51065,39.90933,20.36,61,945,0.13,8807,0.6,0,rain,thunderstorms with light rains
2024-01-01 05:34:20+03,Kajiado,-2.09808,36.78195,30.69,28,1067,2.61,13804,0.96,56,clear,windy
2024-01-04 09:04:07+03,Mandera,3.93564,41.85512,18.9,69,933,14.29,15803,0.29,5,rain,moderate rain
2024-01-19 08:01:02+03,Mandera,3.93564,41.85512,16.69,89,1038,14.62,17512,0.21,31,snow,foggy
2024-01-15 16:00:16+03,Nakuru,-0.30310,36.08003,21.77,13,1017,18.16,10570,0.73,31,rain,foggy
2023-11-06 17:56:24+03,Thika,-1.03876,37.08338,26.18,4,1081,7.53,15632,0.78,62,snow,snowy
2023-12-10 11:49:54+03,Lamu,-2.26956,40.90064,32.75,2,971,15.28,13711,0.33,93,thunderstorms,sunny
2024-01-02 17:43:08+03,Keruguya,-0.49933,37.27848,12.12,8,1002,14.11,4406,0.97,5,clouds,thunderstorms with light rains
2023-12-18 01:24:04+03,Migori,-1.07070,34.47527,11.32,73,1068,7.28,6123,0.34,20,thunderstorms,cloudy
2024-01-13 08:47:35+03,Kajiado,-2.09808,36.78195,34.92,89,991,10.59,8345,0.56,93,rain,moderate rain
2023-12-15 05:51:45+03,Kapsabet,0.20296,35.09784,25.88,32,1043,19.96,1292,0.1,76,clear,hazy
2023-11-10 15:43:24+03,Ol Kalou,-0.27270,36.37752,22.46,20,1062,12.77,10026,0.72,99,thunderstorms,sunny
2024-01-29 02:31:46+03,Kilifi,-3.51065,39.90933,20.93,26,1035,8,2291,0.42,96,snow,moderate rain
2024-01-24 19:30:58+03,Litein,-0.58262,35.19012,17.2,40,880,18.18,12017,0,5,snow,hazy
2024-01-26 16:21:08+03,Bungoma,0.56953,34.55838,34.03,25,1003,2.31,16859,0.88,51,snow,stormy
2023-11-21 11:52:19+03,Nairobi,-1.29207,36.82195,22.37,43,1037,0.68,10460,0.43,5,clouds,foggy
2023-11-04 08:21:37+03,Lodwar,3.11552,35.60408,26.04,29,1019,12.43,12729,0.11,74,drizzle,light rain
2024-01-08 23:36:51+03,Kapsabet,0.20296,35.09784,21.04,73,1022,5.87,7820,0.22,37,thunderstorms,foggy
2023-11-29 13:36:24+03,Pumwani,-1.28166,36.84588,30.48,91,999,17.32,9802,0.81,20,clouds,stormy
2024-01-19 01:07:59+03,Athi River,-1.45772,36.97850,13.75,12,1020,14.57,13489,0.51,8,drizzle,light rain
2023-11-25 07:22:00+03,Kitui,-1.37508,37.99521,32.78,75,995,7.18,14233,0.36,71,thunderstorms,snowy
2023-12-18 10:40:17+03,Embu,-0.53884,37.45964,33.49,58,949,15.26,14175,0.64,88,clouds,hazy
2023-11-15 19:28:51+03,Malindi,-3.21919,40.11689,18.24,65,982,1.95,11858,0.06,48,thunderstorms,snowy
2023-11-18 03:49:51+03,Mombasa,-4.04348,39.66821,31.49,73,910,6.36,19632,0.48,39,clear,windy
2023-11-03 22:55:34+03,Marsabit,2.33550,37.99435,12.42,45,928,16.58,15845,0.04,90,snow,cloudy
2023-11-24 16:17:58+03,Kiambu,-1.17481,36.83041,15.72,55,995,11.13,19669,0.85,11,rain,moderate rain
2023-12-05 05:38:24+03,Maralal,1.09314,36.70183,15.64,79,933,16.5,15172,0.86,64,clouds,thunderstorms
2024-01-17 03:55:54+03,Homa Bay,-0.53504,34.45310,38.69,23,955,17.04,11025,0.85,78,clear,cloudy
2023-11-23 00:56:50+03,Lamu,-2.26956,40.90064,31.81,1,968,4.5,17409,0.68,51,rain,foggy
2023-12-21 19:38:56+03,Chepareria,1.30811,35.20660,26.26,30,888,17.24,12998,0.72,47,rain,light rain
2024-01-17 23:17:45+03,Voi,-3.39731,38.55593,32.24,41,1044,8.59,1026,0.96,75,clouds,foggy
2023-11-01 10:29:04+03,Kitale,1.01909,35.00230,13.22,23,1047,18.05,10211,0.14,3,snow,cloudy
2023-12-17 03:28:52+03,Eldoret,0.51428,35.26978,36.15,0,872,4.93,13853,0.43,84,snow,thunderstorms
2023-11-28 20:23:21+03,Kiambu,-1.17481,36.83041,10.24,74,1065,6.91,1536,0.57,74,clear,hazy
2023-12-08 17:40:35+03,Keroka,-0.77711,34.94584,23.48,11,1053,4.34,8087,0.44,90,rain,heavy snow
2024-01-14 23:43:42+03,Kericho,-0.36890,35.28629,32.72,90,1015,11.12,4615,0.61,8,rain,thunderstorms
2023-11-16 06:54:14+03,Naivasha,-0.71718,36.43103,11.91,88,894,7.23,2351,0.7,88,rain,thunderstorms with light rains
2024-01-14 19:39:51+03,Isiolo,0.35564,37.58331,22.53,80,937,16.92,474,0.07,28,clouds,sunny
2023-11-27 23:54:11+03,Mbale,1.07844,34.18101,25.59,64,907,3.35,12478,1,98,clouds,moderate rain
2024-01-27 09:31:49+03,Isiolo,0.35564,37.58331,28.06,64,988,13.3,3670,0.32,0,clouds,heavy snow
2023-12-01 22:31:33+03,Kapenguria,1.24819,35.11037,25.79,95,1015,4.14,4628,0.37,59,clear,moderate rain
2023-12-25 14:10:45+03,Litein,-0.58262,35.19012,38.2,59,1081,3.61,6978,0.23,27,snow,snowy
2023-12-13 16:15:31+03,Lamu,-2.26956,40.90064,29.44,30,870,9.22,14038,0.45,51,rain,partly cloudy
2023-12-18 12:35:51+03,Kapenguria,1.24819,35.11037,27.44,35,1053,6.49,10275,0.28,0,snow,foggy
2024-01-27 13:46:29+03,Ol Kalou,-0.27270,36.37752,25.65,14,976,14.45,15414,0.54,52,drizzle,hazy
2023-11-17 00:28:03+03,Malaba,0.63621,34.27828,21.65,25,872,11.65,16485,0.51,90,drizzle,windy
2023-12-30 21:48:36+03,Homa Bay,-0.53504,34.45310,14.11,55,886,12.15,7357,0.99,81,clear,hazy
2024-01-21 21:52:13+03,Kilifi,-3.51065,39.90933,25.39,63,997,12.83,12180,0.92,79,clouds,partly cloudy
2023-11-25 20:06:08+03,Kajiado,-2.09808,36.78195,11.7,26,1038,3.97,7912,0.55,28,rain,light rain
2023-11-13 02:15:18+03,Karuri,-0.71344,37.03735,34.8,54,1014,11.21,17410,0.67,78,clouds,foggy
2023-11-14 21:17:26+03,Keruguya,-0.49933,37.27848,16.61,19,991,17.15,3572,0.64,90,rain,hazy
2023-11-19 20:33:20+03,Eldoret,0.51428,35.26978,27.39,66,1004,14.66,835,0.59,100,drizzle,thunderstorms
2023-12-03 12:44:38+03,Lodwar,3.11552,35.60408,23.94,30,878,16.73,2312,0.79,21,clouds,hazy
2023-11-07 13:12:38+03,Meru,0.05147,37.64560,16.9,27,1064,9.58,5946,0.24,61,clouds,hazy
2023-11-02 16:40:42+03,Busia,0.46077,34.11146,35.44,91,1071,3.52,14518,0.55,25,clouds,stormy
2023-12-01 03:01:35+03,Lamu,-2.26956,40.90064,31.39,76,1011,12.1,1138,0.82,23,thunderstorms,sunny
2023-12-26 08:01:46+03,Kilifi,-3.51065,39.90933,30.47,56,892,19.11,13297,0.78,20,rain,snowy
2023-11-15 17:35:13+03,Machakos,-1.51768,37.26341,29.41,3,965,2.74,16931,0.33,55,drizzle,thunderstorms with light rains
2023-11-30 06:01:22+03,Homa Bay,-0.53504,34.45310,25.35,21,1018,15.21,18236,0.53,53,snow,cloudy
2023-12-02 17:45:17+03,Keroka,-0.77711,34.94584,24.76,71,909,0.21,16980,0.57,98,thunderstorms,sunny
2023-12-11 11:23:22+03,Mombasa,-4.04348,39.66821,13.37,58,965,3.37,8594,0.35,72,snow,sunny
2023-11-08 09:48:00+03,Marsabit,2.33550,37.99435,19.05,37,957,10.51,13364,0.66,86,clear,heavy snow
2024-01-12 06:10:41+03,Kilifi,-3.51065,39.90933,20.52,64,954,18.81,13581,0.07,7,drizzle,thunderstorms with light rains
2024-01-05 05:37:36+03,Siaya,-0.09982,34.27470,28.61,82,936,10.33,15686,0.18,36,rain,cloudy
2024-01-25 14:28:04+03,Nyeri,-0.42778,36.94336,32.26,41,871,16.15,15293,0.73,86,drizzle,thunderstorms
2024-01-15 08:59:49+03,Malikisi,0.68124,34.42121,30.63,44,921,5.68,13297,0.09,77,clear,thunderstorms
2024-01-03 07:11:17+03,Moyale,3.53998,39.05284,14.67,31,1003,4.97,9971,0.04,53,clouds,sunny
2023-11-19 15:06:56+03,Bungoma,0.56953,34.55838,18.62,46,903,2.92,5747,0.56,89,clear,windy
2023-11-21 06:58:23+03,Busia,0.46077,34.11146,38.14,51,890,7.18,14791,0.23,73,drizzle,partly cloudy
2023-11-01 04:49:21+03,Rongai,-1.39386,36.74424,22.6,10,977,3.85,2427,0.28,78,clouds,stormy
2024-01-19 23:36:59+03,Keruguya,-0.49933,37.27848,35.03,64,887,5.12,18697,0.26,69,clear,foggy
2023-11-15 15:47:36+03,Keruguya,-0.49933,37.27848,19.89,60,893,8.44,8558,0.18,65,drizzle,partly cloudy
2024-01-30 02:57:14+03,Malaba,0.63621,34.27828,33.31,60,896,1.31,9814,0.93,60,thunderstorms,heavy snow
2023-12-12 13:07:53+03,Litein,-0.58262,35.19012,22.69,16,976,7.86,5998,0.61,20,rain,thunderstorms with light rains
2023-11-18 02:24:23+03,Kajiado,-2.09808,36.78195,32.09,49,999,18.03,12686,0.97,4,drizzle,foggy
2023-12-08 17:18:29+03,Homa Bay,-0.53504,34.45310,35.72,1,1048,5.27,1577,0.41,61,clear,stormy
2023-11-07 11:29:11+03,Narok,-1.08754,35.87706,20.4,94,1080,10.62,5550,0.57,15,clear,windy
2023-12-10 17:21:09+03,Bungoma,0.56953,34.55838,17.51,78,925,3,12283,0.98,13,thunderstorms,partly cloudy
2023-11-14 08:56:21+03,Eldoret,0.51428,35.26978,29.62,20,1049,13.94,12448,0.93,9,thunderstorms,foggy
2024-01-21 01:49:13+03,Kitale,1.01909,35.00230,20.07,42,935,1.9,14074,0.27,91,snow,sunny
2023-12-29 16:37:21+03,Kajiado,-2.09808,36.78195,20.72,33,1080,8.73,7838,0.92,10,thunderstorms,stormy
2023-12-27 23:09:47+03,Kisumu,-0.09170,34.76796,21.78,86,880,6.98,13264,0.91,76,clear,stormy
2024-01-12 03:50:24+03,Maralal,1.09314,36.70183,25.35,49,1054,8.62,6762,0.31,42,snow,sunny
2023-11-11 09:15:26+03,Keruguya,-0.49933,37.27848,26.25,63,943,18.96,18329,0.72,15,rain,cloudy
2023-11-22 15:35:41+03,Mbale,1.07844,34.18101,37.91,1,872,11.31,13936,0.55,55,clouds,thunderstorms with light rains
2023-11-24 17:36:04+03,Karuri,-0.71344,37.03735,10.57,55,930,2.05,10869,0.08,51,clouds,light rain
2023-11-14 14:24:16+03,Wajir,1.74884,40.05863,11.41,83,945,11.12,9909,0.79,59,drizzle,sunny
2024-01-28 01:35:30+03,Kitui,-1.37508,37.99521,13.8,15,975,17.38,554,0.14,29,clear,light rain
2023-11-13 21:13:02+03,Kisii,-0.67733,34.77960,21.5,59,1063,5.15,9125,0.78,25,drizzle,cloudy
2023-11-12 10:45:22+03,Kakamega,0.28273,34.75186,30.71,38,899,13.41,15095,0.03,94,thunderstorms,thunderstorms with light rains
2023-11-23 15:04:22+03,Ol Kalou,-0.27270,36.37752,16.98,36,1020,1.28,16948,0.41,62,thunderstorms,hazy
2023-12-28 06:36:16+03,Migori,-1.07070,34.47527,15.78,28,882,0.3,514,0.09,48,rain,sunny
2023-11-07 11:54:06+03,Kericho,-0.36890,35.28629,32.14,78,1016,7.41,11329,0.93,26,clouds,stormy
2023-12-24 21:20:28+03,Malaba,0.63621,34.27828,38.63,44,936,0.62,14280,0.47,89,clouds,heavy snow
2023-11-24 23:50:59+03,Lodwar,3.11552,35.60408,10.16,3,1042,18.98,13152,0.3,98,thunderstorms,stormy
2024-01-19 22:28:08+03,Keruguya,-0.49933,37.27848,27.21,42,962,8.33,8465,0.42,20,rain,cloudy
2023-12-27 22:11:35+03,Eldoret,0.51428,35.26978,28.11,95,976,6.45,1085,0.09,19,thunderstorms,windy
2023-11-27 02:31:29+03,Maralal,1.09314,36.70183,37.93,90,1070,10.19,8440,0.29,86,drizzle,cloudy
2023-11-24 15:32:48+03,Nanyuki,0.00744,37.07223,13.91,80,966,18.51,17615,0.55,80,thunderstorms,light rain
2023-12-29 14:10:25+03,Eldama Ravine,0.05304,35.72977,13.6,88,962,10.31,780,0.59,22,clear,hazy
2023-11-26 04:13:30+03,Thika,-1.03876,37.08338,13.47,0,966,5.32,669,0.49,46,thunderstorms,partly cloudy
2023-11-30 13:30:12+03,Thika,-1.03876,37.08338,23.28,91,935,15.25,10684,0.52,72,clouds,windy
2024-01-13 07:31:30+03,Kitale,1.01909,35.00230,29.27,56,1017,17.36,1810,0.05,3,clouds,heavy snow
2023-12-13 14:57:32+03,Kinango,-4.13934,39.31803,34.08,89,914,3.46,2703,0.99,92,clear,stormy
2023-12-03 11:18:09+03,Londiani,-0.16347,35.59314,14.73,85,992,16.39,5360,0.86,98,snow,snowy
2024-01-17 22:19:16+03,Siaya,-0.09982,34.27470,10.34,75,893,9.35,13478,0.4,22,clouds,light rain
2024-01-07 07:08:54+03,Kilifi,-3.51065,39.90933,27.28,16,884,2.93,1339,0.03,59,thunderstorms,sunny
2024-01-20 16:38:48+03,Muhoroni,-0.15661,35.19836,37.4,65,922,8.33,9702,0.47,47,thunderstorms,windy
2023-11-06 12:24:17+03,Kisumu,-0.09170,34.76796,29.59,52,1076,14.09,18658,0.64,38,thunderstorms,thunderstorms with light rains
2024-01-11 20:14:03+03,Maralal,1.09314,36.70183,27.35,62,1031,4.55,7266,0.01,18,drizzle,heavy snow
2024-01-11 15:24:41+03,Kabarnet,0.49011,35.74342,37.89,9,1008,11,18531,0.11,99,thunderstorms,partly cloudy
2024-01-09 08:00:31+03,Mandera,3.93564,41.85512,33.55,66,1004,4.04,18938,0.88,48,drizzle,moderate rain
2023-12-14 14:33:36+03,Nairobi,-1.29207,36.82195,29.5,90,1046,0.98,14921,0.02,67,clouds,moderate rain
2024-01-17 02:28:09+03,Londiani,-0.16347,35.59314,12.68,14,1069,9.01,12069,0.79,90,thunderstorms,stormy
2023-12-23 01:46:38+03,Kapsabet,0.20296,35.09784,33.87,55,1077,14.41,11668,0.94,22,rain,partly cloudy
2023-12-30 18:14:36+03,Butere,0.21982,34.49190,33.39,52,979,12.18,15360,0.44,61,thunderstorms,foggy
2024-01-27 04:11:58+03,Bungoma,0.56953,34.55838,20.08,83,1045,5.49,6632,0.11,73,thunderstorms,windy
2023-11-08 13:32:00+03,Homa Bay,-0.53504,34.45310,16.3,6,1028,14.01,4304,0.14,24,drizzle,partly cloudy
2023-11-26 11:18:42+03,Kakamega,0.28273,34.75186,24.59,31,900,5.15,19774,0.79,73,clear,stormy
2023-12-02 11:41:06+03,Marsabit,2.33550,37.99435,23.92,98,1008,11.53,2063,0.09,100,drizzle,partly cloudy
2023-11-17 21:54:14+03,Pumwani,-1.28166,36.84588,28.08,73,886,3.5,7908,0.25,53,drizzle,thunderstorms
2024-01-14 03:04:31+03,Litein,-0.58262,35.19012,17.8,81,966,11.73,14554,0.63,20,clear,light rain
2023-11-02 05:23:11+03,Kiambu,-1.17481,36.83041,23.62,7,889,7.16,14553,0.91,28,clear,hazy
2023-12-09 13:08:05+03,Moyale,3.53998,39.05284,18.69,91,929,2.19,3902,0.88,59,thunderstorms,snowy
2023-12-16 18:49:43+03,Lodwar,3.11552,35.60408,21.94,41,878,3.09,11083,0.71,80,thunderstorms,hazy
2023-12-04 21:03:00+03,Lodwar,3.11552,35.60408,39.19,2,1006,2.02,10025,0.27,78,snow,heavy snow
2024-01-02 23:07:47+03,Busia,0.46077,34.11146,38.17,1,999,4.76,10394,0.07,3,drizzle,foggy
2023-12-06 00:07:09+03,Kabarnet,0.49011,35.74342,11.1,40,960,7.92,17022,0.08,53,thunderstorms,partly cloudy
2023-11-02 02:18:24+03,Molo,-0.24884,35.73237,14.54,44,1006,6.37,14668,0.14,68,clouds,light rain
2024-01-21 20:37:34+03,Mombasa,-4.04348,39.66821,33.23,75,882,15.4,16803,0.04,23,clear,thunderstorms
2023-12-11 13:33:50+03,Nakuru,-0.30310,36.08003,30.21,73,971,0.66,19841,0.54,31,drizzle,foggy
2023-11-25 05:32:16+03,Siaya,-0.09982,34.27470,27.71,97,1024,16.8,9547,0.8,26,rain,cloudy
2023-12-20 13:09:02+03,Mumias,0.33322,34.48774,37.37,31,1053,6.09,6493,0.1,56,clear,thunderstorms with light rains
2023-12-05 11:25:47+03,Thika,-1.03876,37.08338,18.21,73,1062,12.58,8906,0.83,93,rain,windy
2023-12-22 04:50:52+03,Thika,-1.03876,37.08338,12.73,33,980,14.77,12047,0.33,26,snow,heavy snow
2023-12-24 04:47:09+03,Machakos,-1.51768,37.26341,39.46,24,1010,3.05,388,0.44,85,drizzle,sunny
2023-11-19 02:25:32+03,Webuye,0.59921,34.77960,28.74,87,1055,16.53,9609,0.09,78,clouds,hazy
2024-01-25 13:54:54+03,Nairobi,-1.29207,36.82195,13.12,76,1038,13.97,12249,0.78,30,clear,moderate rain
2023-11-05 10:47:37+03,Bungoma,0.56953,34.55838,11.89,85,1043,18.71,9868,0.5,39,thunderstorms,heavy snow
2024-01-20 23:16:40+03,Voi,-3.39731,38.55593,30.49,49,1074,1.63,9753,0.11,96,thunderstorms,windy
2023-12-24 23:00:37+03,Migori,-1.07070,34.47527,11.23,4,905,7.15,7853,0.77,56,thunderstorms,stormy
2024-01-08 06:41:20+03,Kilifi,-3.51065,39.90933,37.53,71,1002,5.41,5966,0.82,58,drizzle,foggy
2024-01-29 23:58:15+03,Moyale,3.53998,39.05284,26.8,8,910,3.08,6280,0.91,49,drizzle,foggy
2024-01-24 11:02:49+03,Rongai,-1.39386,36.74424,33.35,92,1005,15.01,1905,0.88,86,snow,partly cloudy
2023-12-02 11:27:35+03,Kiambu,-1.17481,36.83041,33.47,21,898,10.46,11739,0.46,86,drizzle,foggy
2024-01-27 06:26:13+03,Voi,-3.39731,38.55593,20.16,2,1000,18.86,11483,0.77,76,clouds,hazy
2024-01-28 08:37:31+03,Muhoroni,-0.15661,35.19836,21.67,54,873,12.36,1358,0.14,65,clouds,thunderstorms with light rains
2024-01-08 14:24:45+03,Maralal,1.09314,36.70183,29.03,56,935,14.98,3146,0.64,1,thunderstorms,thunderstorms
2023-12-06 09:38:11+03,Athi River,-1.45772,36.97850,11.14,34,937,3.9,10254,0.58,50,snow,snowy
2023-12-07 07:54:55+03,Embu,-0.53884,37.45964,21.52,60,1016,17.62,247,0.32,26,rain,heavy snow
2024-01-10 07:07:01+03,Nyahururu,0.03516,36.36429,30.03,47,977,2.22,15352,0.74,43,rain,light rain
2023-12-10 14:09:27+03,Malindi,-3.21919,40.11689,20.54,35,1083,18.6,611,0.77,58,clear,stormy
2023-12-14 19:19:51+03,Kakamega,0.28273,34.75186,11.18,17,952,9.26,12757,0.9,67,clouds,thunderstorms with light rains
2023-12-15 07:33:13+03,Makueni,-1.78650,37.63111,21.49,15,892,1.47,11911,0.96,6,thunderstorms,cloudy
2023-12-30 18:48:30+03,Embu,-0.53884,37.45964,30.94,33,930,11.12,18852,0.43,62,clouds,partly cloudy
2024-01-04 01:19:21+03,Marsabit,2.33550,37.99435,19.51,77,1048,13.52,10139,0.87,23,clear,moderate rain
2023-11-07 04:13:40+03,Molo,-0.24884,35.73237,23.67,85,1038,11.08,18169,0.2,70,clouds,windy
2023-11-19 07:57:57+03,Kabarnet,0.49011,35.74342,25.59,43,1054,8.47,7975,0.56,27,rain,stormy
2023-11-21 06:26:32+03,Naivasha,-0.71718,36.43103,16.4,38,920,3.17,12586,0.48,99,clear,windy
2024-01-10 03:47:52+03,Nakuru,-0.30310,36.08003,16.68,36,912,6.59,9620,0.29,39,rain,thunderstorms with light rains
2024-01-02 18:13:09+03,Malikisi,0.68124,34.42121,26.16,21,1037,19.42,18943,0.28,2,thunderstorms,windy
2024-01-15 18:17:08+03,Lodwar,3.11552,35.60408,32.03,73,893,4.88,5565,0.45,4,thunderstorms,moderate rain
2023-12-11 20:20:33+03,Siaya,-0.09982,34.27470,15.78,49,880,19.86,8441,0.28,49,thunderstorms,sunny
2023-12-09 07:01:41+03,Kabarnet,0.49011,35.74342,19.17,5,971,9.17,2380,0.92,16,drizzle,thunderstorms
2024-01-25 03:41:55+03,Marsabit,2.33550,37.99435,23.76,23,1003,16.84,17993,0.34,44,thunderstorms,partly cloudy
2024-01-27 19:01:28+03,Eldoret,0.51428,35.26978,30.04,26,954,4.85,19457,0.87,70,clear,moderate rain
2023-12-09 17:17:05+03,Kisumu,-0.09170,34.76796,25.71,36,1085,15.74,3469,0.83,66,snow,moderate rain
2024-01-11 07:46:36+03,Chepareria,1.30811,35.20660,20.15,49,915,11,17896,0.37,97,thunderstorms,thunderstorms
2023-11-14 07:18:43+03,Nanyuki,0.00744,37.07223,37,84,1012,16.38,268,0.51,66,thunderstorms,windy
2023-12-04 11:30:01+03,Lugulu,0.39361,34.30528,29.98,84,935,1.73,11808,0.33,71,clear,moderate rain
2024-01-30 09:22:34+03,Mumias,0.33322,34.48774,25.3,93,940,5.66,14272,0.01,12,clouds,windy
2024-01-15 16:09:39+03,Moyale,3.53998,39.05284,32.08,98,935,2,5540,0.8,86,snow,cloudy
2023-12-05 08:24:01+03,Makueni,-1.78650,37.63111,39.09,52,1080,18.43,13105,0.16,11,drizzle,partly cloudy
2023-12-09 12:33:34+03,Moyale,3.53998,39.05284,19.02,46,1018,0.11,2595,0.25,19,rain,thunderstorms with light rains
2024-01-27 15:16:20+03,Kisumu,-0.09170,34.76796,31.45,97,1061,16.38,8184,0.32,18,clear,light rain
2023-12-09 09:26:05+03,Chepareria,1.30811,35.20660,21.32,37,1063,19.73,6218,0.51,33,snow,partly cloudy
2024-01-05 01:38:46+03,Pumwani,-1.28166,36.84588,35.43,63,1053,3.85,23,0.21,93,clouds,moderate rain
2023-12-06 17:23:28+03,Webuye,0.59921,34.77960,22.95,64,987,5.8,5184,0.94,95,clear,hazy
2023-11-18 05:08:57+03,Kakamega,0.28273,34.75186,21.81,67,909,2.23,7403,0.41,97,drizzle,thunderstorms
2023-12-17 21:28:39+03,Malaba,0.63621,34.27828,27.3,91,902,1.31,12604,0.79,19,clear,partly cloudy
2024-01-01 09:11:06+03,Malaba,0.63621,34.27828,29.42,33,1072,16.42,16748,0.83,79,clouds,heavy snow
2023-11-25 17:56:30+03,Kipini,-2.52656,40.52925,18.04,39,1079,3.52,7154,0.81,9,rain,stormy
2024-01-05 21:28:10+03,Garissa,-0.45323,39.64610,22.75,84,1066,12.16,17410,0.45,46,clouds,light rain
2023-12-24 22:42:42+03,Keroka,-0.77711,34.94584,20.35,17,898,9.51,16997,0.2,24,snow,windy
2023-11-26 02:35:07+03,Butere,0.21982,34.49190,24.32,29,992,8.32,9875,0.18,59,clouds,foggy
2024-01-28 13:32:34+03,Kihancha,-1.19398,34.61650,29.63,61,888,10.59,8188,0.91,40,clouds,stormy
2023-12-21 09:56:03+03,Nakuru,-0.30310,36.08003,38.8,69,898,17.95,18468,0.54,82,clear,heavy snow
2023-12-02 09:37:28+03,Siaya,-0.09982,34.27470,15.85,46,1048,6.32,545,0.52,88,clear,windy
2023-11-02 15:55:55+03,Mumias,0.33322,34.48774,22.62,7,1073,19.13,17855,0.98,45,clouds,light rain
2023-11-28 03:37:11+03,Rongai,-1.39386,36.74424,26.77,45,892,3.04,4493,0.55,3,rain,snowy
2023-11-27 04:54:28+03,Maralal,1.09314,36.70183,19.36,57,984,18.1,15897,0.24,43,snow,snowy
2024-01-18 14:58:44+03,Kihancha,-1.19398,34.61650,33.6,99,927,14.74,19590,0.53,74,snow,heavy snow
2024-01-11 20:37:30+03,Siaya,-0.09982,34.27470,29.91,7,1053,11.72,15068,0.56,7,rain,heavy snow
2024-01-15 00:25:07+03,Voi,-3.39731,38.55593,26.03,6,894,3.11,15152,0.89,65,rain,hazy
2023-11-21 01:36:41+03,Athi River,-1.45772,36.97850,15.95,60,1032,3.74,19338,0.74,50,thunderstorms,stormy
2023-12-04 15:00:01+03,Pumwani,-1.28166,36.84588,25.94,69,1001,6.59,16296,0.69,35,clear,snowy
2024-01-28 21:17:34+03,Homa Bay,-0.53504,34.45310,17.53,94,1023,1.55,5541,0.22,16,rain,stormy
2023-11-24 13:46:50+03,Athi River,-1.45772,36.97850,24.71,68,1017,5.56,6735,0.62,87,snow,heavy snow
2024-01-21 18:02:41+03,Malikisi,0.68124,34.42121,10.13,33,949,5.43,15304,0.29,94,rain,thunderstorms
2024-01-26 17:50:41+03,Siaya,-0.09982,34.27470,18.98,22,961,6.97,3161,0.23,83,snow,hazy
2023-12-14 09:07:57+03,Malindi,-3.21919,40.11689,40,38,909,2.1,14643,1,57,clouds,windy
2023-12-30 20:49:00+03,Keroka,-0.77711,34.94584,36.27,84,1056,5.63,6451,0.35,61,thunderstorms,moderate rain
2023-12-12 10:13:19+03,Karuri,-0.71344,37.03735,23.61,58,918,9.51,4127,0.55,36,snow,thunderstorms
2024-01-29 10:41:35+03,Wajir,1.74884,40.05863,12.45,18,887,15.4,5275,0.65,29,snow,moderate rain
